_N,Country,Level,Year,Start_date,End_date,Subgroup_of_Hazards,Main_Type_of_Hazard,Hazard,Health_consequences,Scale,Geographical_Area,Exposure,Frequency,Seasonality,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Likelihood,Severity,Vulnerability,Vulnerability_Details,Coping_capacity,Coping_capacity_details,Governance_and_Resouces,Health_Sector_Capacity,Non_Health_Sector_Capcity,Commuty_Capacity,Resources,Impact,Confidence_level,Risk_level,Risk_level_Number,Status
44,Togo,National,2024,9/9/2024,9/13/2024,Faeco-oral diseases,Biological,Poliomyelitis Variant Type 2,"Conséquences immédiates: Décès (4 à 6 % de cas) Paralysie aiguë, Défaillance respiratoire, 

Conséquences secondaires: Handicap physique, Déformation physique, Traumatisme psychologique individuel et social
",Nationale,"Grand Lomé, Maririme, Plateaux, Centrale, Kara, Savanes","Population de moins de 15 ans :  3473591, particulièrement population de moins 15 ans non immunisée, difficultés d'accès des populations aux ouvrages WASH (), ",Récurrente,Non,,,,,,,,,,,,,Très probable,Elevée,Partielle,"Défécation à l'aire libre,
Switch,
Faible couverture en VPI,
Insuffisance des mesures d'hygiène et assainessement, 
Mobilité de la population,
Forte proportion des enfants de moins de 15 ans (38%)
Absence de capacité pour la confirmation des cas au Togo",Forte,,"Existence d'une plateforme ""One Health""
Existence d'un Point Focal RSI
Existence d'une division de la surveillance
Mise en place d'un comité national CREC par arrêté ministériel,
Mise en place des COUSP national par arrêté ministériel et des COUSP régionaux
Engagement des PTF 
Mise en place des Comité des gestion des urgences sanitaires
Existence d'une division de l'immunisation  foctionnelle et d'un programme PEV,","Existence d'un système de surveillance et d'alerte précoce fonctionnel,
Existence d'un COUSP fonctionnel,
Existence des équipes EIR, EMU, SURGE opérationnelles,
Appui du reseau de laboratoire de Ghana
Réalisation des campagnes vaccinale de riposte","Implication des autres secteurs
","Existence des agents de santé communaires
Réalisation des dialogues communautaires
Mise en place des comités de veille
Implication des OSC

",,Modéré,Très satisfaisant,High,4,1
44,Togo,National,2024,9/9/2024,9/13/2024,Zoonosis (animal-to-human transmission),Biological,Anthrax,"Immédiates:  detresse respiratoire aigue, caogulation intravasculaire disséminée(CIVD), lésions cutanées (95%), décès
Sécondaires: Cicatrices, surdité",Nationale,"Régions des Savanes et   de la Kara 
","Population exposée:
Région des Savanes: 1196727  hbts
Région Kara: 1031367 hbts. Plus précisement les bouchés,les vétérinaires,les agriculteurs exploitants les champs maudits, éleveurs, et leurs familles ",Rare,Oui,1,2,3,4,4,4,3,2,1,1,1,1,Peu probable,Très faible,Forte,"Grande zone d'élevage , zone de transhumance, fort taux de pauvreté (Savanes:65,1%; Kara: 75%)  consommation des viandes cadaveriques, faible taux d'alphabétisation, existence des champs maudits, faible accès à l'eau potable, faible accès  aux soins de santé
",Forte,,"Existence de la plateforme one Health fonctionnelle (Arreté interministériel N° 204/MSHPAUS/MERF/MAEDR)
Existence d'un projet national de lutte contre le charbon (2014-2022)
Existence de système de surveillance en santé humaine et animale
","Existence de système de surveillance en santé humaine et animale
Existence de campagne annuelle de vaccination des animaux sensibles
Renforcement des capacité des acteurs et des services en matériels  de diagnostiques, roulants et de conservation des vaccins","Bonne connaissance  de la maladie par les éleveurs
Implication des autorités locales (Préfet,Maire,Chef Canton, Chef de village,Notables ...) dans la sensibilsation
","Existence des agents de santé communautaire (ASC)
Existence des Auxilliaire Villageois d'Elevage (AVE)",,Mineur,Très satisfaisant,Low,2,1
44,Togo,National,2024,9/9/2024,9/13/2024,Animal-human contact (Zoonosis),Biological,Rabies,"Immédiates: Hydrophobie, photophobie, trouble neurologique , trouble de comportement , Décès (létalité = 100%) 
Sécondaires: Trouble psychosomatiques",Nationale,"Région des savanes: Tone, kpendjal
Région de la kara: kéran,dankpen
Région des Plateaux: Haho,Moyen-mono
Région maritime: vo","Population exposée: les ménage detenteurs de chiens non vaccinés, Tone:406864
Kpendjal:92477
kéran: 134675
Haho:319292
Moyen-mono:94716
Vo: 234853
Les professionels de santé animales, les enfants, abatteurs de chiens pour la restauration collective
",Pérenne,Non,,,,,,,,,,,,,Très probable,Elevée,Forte,"Fort taux de pauvrété, ignorance à faire vacciner les chiens, existence de chiens errants, faible sensibilisation sur la vaccination des chiens, inaccessibilité financière de vaccin antirabique",Partielle,," Existence de la plateforme one Health fonctionnelle (Arreté interministériel N° 204/MSHPAUS/MERF/MAEDR),
Existence de campagne annuelle de vaccination des chiens 
Existence d'un programme nationale de lutte contre les maladies tropicales négligées incluant la rage

","Existence de campagne annuelle de vaccination des chiens
Existence de protocole de prise en charge  clinique des morsures de chiens","
Implication des autorités locales (Préfet,Maire,Chef Canton, Chef de village,Notables ...) dans la sensibilsation
","Existence des agents de santé communautaire (ASC)
Existence des Auxilliaire Villageois d'Elevage (AVE)",,Grave,Très satisfaisant,High,4,1
44,Togo,National,2024,9/9/2024,9/13/2024,Viral haemorrhagic fevers (VHF),Biological,Virus Ebola,"Immédiates: fièvre, fatigue, douleurs musculaires, céphalées, vomissement, diarhée, érruption cutanée générialisée, hémorragie, surcharge de service de santé , stigmatisation des malades, Décès (letalité = 70 à 90 %)
Sécondaires: perturbation des services de santé de routine, stigmatisation des guéris, famine , sequelles de fatigue importante, douleurs musculo-squelettiques et des douleurs oculaires, pertubation du systeme immunitaire, signes inflammatoires chroniques  et intense chez les survivants: atteinte du foie et des reins",Nationale, les 06 régions sanitaires,"Population exposée:
Les chasseurs, les commerçants et consommateurs des viandes de brousse, personnel de santé, personnel des aéroports",Aléatoire,Non,,,,,,,,,,,,,Très peu probable,Très elevée,Forte,"l'Aeroport de Lomé est un hub
Frontières poreuses
Faible connaissance de la maladie par la population
Antécedant de flambée épidémique de la maladie dans la sous région 
Faible capacité du point d'entrée de l'aéroport de Lomé
",Partielle,,"Existence de la plateforme one Health fonctionnelle (Arreté interministériel N° 204/MSHPAUS/MERF/MAEDR)
Existence des plans d'urgence des Maladies à Potentiels Epidémique (MPE)
Existence des plan de contegence multirisque
Existence de COUSP
Existence d'un fond d'urgence
Existence d'un programme  de Prévention et Contrôle des Infections (PCI) ","Existence des équipes SURGE et Equipe Médicale d'Urgence (EMU)
Existence des équipes d'intervention rapide (EIR) des régions et districtes
Existence des centres de prise en charge
Existence de capacite de diagnostique au laboratoire
Existence de capacité de surveillance aux points d'entrées (quatre sur cinq) 
",Existence des comités locales de veille ,"Existence des agents de santé communautaire (ASC)
Existence des Auxilliaire Villageois d'Elevage (AVE)",,Grave,Satisfaisant,Low,2,1
44,Togo,National,2024,9/9/2024,9/13/2024,Other Infectious hazards,Other Infectious hazards,Antimicrobial resistant microorganisms (AMR),"Immédiates: Inefficacité des traitements aux antimicrobiens
prolongation des hospitalisations, augmentation du coût du traitement,
Sécondaires: Décès, ITT, survenue des épidémies, surcharge des services de santé, augmentation des infections néonatales, augmentation du nombre des infections associées aux soins, besoin en antibiotiques nouveaux",Nationale, les 06 régions sanitaires,"Population exposée: Toute la population du pays sans distinction d'age et de sexe
8 472 173 hbts",Pérenne,Non,,,,,,,,,,,,,Presque certain,Elevée,Très forte,"Automédication
Produit de qualité inférieure  et falsifié
inaccessibilité au diagnostic microbiologique 
faible niveau de PCI hospitalière
Insuffisance dans le contrôle de la qualité des médicaments
Marchés illicites des médicaments
Mesusage des antibiotiques dans les élevages
 
",Faible,,"Existence d'un programme PCI
Existence d'un groupe thématique  RAM One Health
Identification des laboratoires  de reférence en santé humaine et animale
Nomination des points focaux sectoriels
Harmonisation de la procédure d'enregistrement des médicaments au niveau de l'UEMOA","Identification des laboratoires  de reférence en santé humaine et animale
Existence des comités PCI au niveau région,districts et formation sanitaires
Existence des campagnes d'assainissement des médicaments vétérinaires 
","Existence des inter professions (bovins, petits rhuminants, volailles, porcins ...)
Existence d'un comité estudiantin pour la lutte contre la RAM
",,,Grave,Insatisfaisant,Very high,5,1
44,Togo,National,2024,9/9/2024,9/13/2024,Animal-human contact (Zoonosis),Biological,Highly Pathogenic Avian Influenza,"Immédiates:Insuffisances respitoires aigues, bronchite, pneumonie, décès
Secondaire: Troubles psychosomatiques provoqués par l'abattage des volailles ",Nationale,"Région Grand Lomé; région Maritime ( District de Zio, Vo, Lacs)
Région des Savanes : District de Tone","Toute les tranches sont touchées 
Population exposée:
Grand Lomé: 2290199 hbt
Maritime: 878784 hbt 
Tone: 373582 hbt
Plus précisement les éleveurs, les commerçants de volailles, les usagers des marchés à volailles",Aléatoire,Non,,,,,,,,,,,,,Probable,Moderée,Forte,"Porosité des frontières
Absence d'éléments de monitorage de la migration des oiseaux
Insuffisance de respect des mesures de biosécurité dans les élevages et provenderies
Commerce des alveoles usagers potentiellement contaminés

",Partielle,,"Existence du COUSP
Fonctionnalité de l'approche OneHealth dans la gestion des cas
Existence d'un plan de contingence
Existence d'un protocole de recherche et gestion des cas
Existence d'un comité interministériel de la gestion de l'IAHP
","Existence des capacités de diagnostic au laboratoire en santé humaine et animale
Disponibilité des Equipements de Protection Individuelle
Existence du REMATO
","Existence de l'interprofession avicole
Existence d'un Centre d'excellence pour la recherche en sciences aviaire","Existence des agents de santé communautaire (ASC)
Existence des Auxilliaire Villageois d'Elevage (AVE)",,Modéré,Satisfaisant,Moderate,3,1
44,Togo,National,2024,9/9/2024,9/13/2024,Faeco-oral diseases,Biological,Collective food poisoning,"Immédiates: Diarrhée, vomissement aigus, troubles neurologiques, décès
Secondaire: surcharge des services de santé",Nationale,les 06 régions sanitaires,"Population exposée:
8 472 173 hbts",Fréquente,Non,,,,,,,,,,,,,Probable,Faible,Forte,"Insuffisance de contrôle sanitaire des aliments
Consommation des aliments de rue
Faibles observances des règles d'hygiènes dans les  ""FastFood"" et streetfood

Défaut d'hygiène des mains et des aliments
",Partielle,,"Existence du COUSP
Délivrance des cartes professionnelles de santé pour les revendeurs/euses des aliments
Existence d'un volet de sécurité sanitaire des aliments dans le Plan d'Action National de Sécurité Sanitaire (PANSS)
","Existence d'un laboratoire de contrôle d'hygiène alimentaire
Existence des équipes SURGE, EIR et EMU
Existence des services de controle sanitaire des aliments","Existence de cantines scolaires
Existence de comités santé dans les écoles
Existence de programmes scolaire sur l'hygiène ",Implication des associations des parents d'élève dans les activités de surveillance et de sensibilté,,Modéré,Insatisfaisant,Moderate,3,1
44,Togo,National,2024,9/9/2024,9/13/2024,Others,Biological,Envenimation by snake bite,"Immédiates: Inflammation, trouble respiratoire,insuffisance rénale, hemorragie, décès 
Sécondaire: amputation",Nationale,les 06 régions sanitaires,"Population exposée
la population des zones rurales ; personnel de ferme zoologique
",Fréquente,Oui,2,2,3,3,4,4,4,4,3,3,3,3,Probable,Moderée,Forte,"Faible utilisation des bottes et autres EPI lors des travaux champêtres
Faible accessibilité (Coût élevé, faible disponibilité) aux serums et vaccins antivénimeux
Faible accessibilité aux soins
Mauvaises pratiques traditionnelles",Partielle,,"Existence d'un programme National de lutte contre les maladies Tropicales Négligées
Subvention des serums et vaccins antivénimeux
","Existence d'un protocole de prise en charge des envénimations par morsure de serpent (EMS)
Existence d'une surveillance hebdomadaire des EMS
Disponibilité des Serums Anti Vénimeux au niveau des districts
",Brieffing des enseignants dans les zones de haute prévalence,"Existence des agents de santé communautaire (ASC)
Existence des Auxilliaire Villageois d'Elevage (AVE)",,Modéré,Satisfaisant,Moderate,3,1
44,Togo,National,2024,9/9/2024,9/13/2024,Faeco-oral diseases,Biological,Food contamination by pesticides,"Immédiates: Troubles digestifs: crampe abdominale, hypersalivation, vomissement, diarrhées,  
Dypnée, troubles neurologiques: céphalée, vertiges,
Décès
Secondaire: survenue des Cancers, infertilité",Nationale,"
Savanes , Centrale, Kara","Population exposée:
Savane:
Centrale: 
Kara:
La population paysanne (cultivateurs) est la plus exposée
",Fréquente,Non,,,,,,,,,,,,,Probable,Faible,Partielle,"Insuffisance de contrôle sanitaire des aliments
Consommation des aliments de rue
Prolifération du marché illicite des pesticides
Utilisation  anarchique des contenants des pesticides pour conserver des produits alimentaires
Insuffisance de sensibilisation
Faible plateau technique de laboratoire de toxicologie



",Partielle,,"Existence du COUSP
Existence d'une réglementation sur l'importation et l'utilisation des pesticides
Ratification de conventions internationales (Rotterdam)
Existence d'un volet de sécurité sanitaire des aliments dans le Plan d'Action National de Sécurité Sanitaire (PANSS)
Existence d'une comission de toxicologie à la Direction de la Protection des Végétaux","Existence du COUSP
Existence d'un laboratoire de Toxicologie
Existence des équipes SURGE, EIR et EMU",Existence de distributeurs agréés de pesticides,"Existence des agents de santé communautaire (ASC)
Existence des Auxilliaire Villageois d'Elevage (AVE)",,Modéré,Insatisfaisant,Moderate,3,1
9,Central African Republic,National,2024,9/30/2024,10/4/2024,Respiratory pathogen,Biological,COVID-19,"Conséquences immédiates : problemes respiratoires, décès (%), saturation des services de réanimation, propagation rapide et à grande echelle
Conséquences secondaires : perturbation prolongée des services de santé,  aggravation des maladies chroniques
",Nationale,Toutes les 7 régions de la RCA (35 districts),6 399 458 d'habitants,Pérenne,Non,,,,,,,,,,,,,Presque certain,Elevée,Partielle,"Facteurs de vulnerabilite de la commuaute: 
Facteurs physique: Age (X% population > 64 ans, Diabete = 9,5%, HTA = 21,1%, Obesite = 9,7%, VIH = 3,4%)
Facteurs socio-economiques: Analphabetisme > 60% 
Vulnerabilite du systeme de sante: Insuffisance de personnels qualites (0,8 medecins generalistes pour 10000, 02 reanimateurs pour tout le pays), Insuffisance de service de reanimation (absence de service de reanimation en dehors de Bangui), Defaillance de systeme d'evacuation sanitaire (mauvais etat des routes, absence de moyens aeriens, ...)",Partielle,,"Gouvernance: Engagement au plus haut niveau des autorites etatiques (Comite interministeriel); 
Coordination: COUSP fonctionnel, plan de riposte disponible
Ressources: Personnels formes a differents niveau, Fonds d'introduction du vaccin dans la routine, Dotation en materiels ","Existence de laboratoires de depistage (Genexpert) 
Disponibilites des EPI
Existence des salles d'isolement dans tout les districts
Disponibilite du vaccin 
Introduction du vaccin contre la Covid-19 dans le systeme de vaccination de routine
Existence d'un systeme de surveillance permettant de notifier les cas (SBI, SBE, SBC, ..)

","Implication du secteur de la securite dans la gestion des points d'entrée
","Existence d'une coordination pour l'engagement communautaire
Implication des leaders communautaires ",,Modéré,Satisfaisant,High,4,1
9,Central African Republic,National,2024,9/30/2024,10/4/2024,Respiratory pathogen,Biological,Diphtheria,"Conséquences immédiates : Difficultés respiratoires, difficultés d’avaler, un gonflement des glandes du cou
Conséquences secondaires : Atteinte du cœur et des nerfs, Dénutrition, Décès, perturbation prolongée des services de santé",Nationale,"RS1: Mbaïki
RS2: Sangha-Mbaere
RS3: Nangha-Boguila, Bossangoa, Bouca,,Batangafo-Kabo","RS1:Mbaïki =40379
RS2: Sangha-Mbaere 25223
RS3: Batangafo-Kabo(26345), Bouca (14637), Nangha-BOGUILA (23755),Bossangoa(30393)
Total personne exposée:160734 enfants de moins de 5 ans ",Aléatoire,Non,,,,,,,,,,,,,Très peu probable,Moderée,Partielle,"Facteurs de vulnerabilite de la commuaute: 
Facteurs physique: Age (proportion < 5 ans = 20%
Facteurs socio-economiques:  Populations speciales (520 060 habitants)
Vulnerabilite du systeme de sante: sous notification des cas (probleme de definition operationnelle)",Partielle,,"Gouvernance: Engagement au plus haut niveau des autorites etatiques en faveur de la vaccination; 
Coordination: Direction de la prevention et de la vaccination et Direction de la surveillance et de la gestion des urgences en sante publiques
Ressources: Renforcement de capacites reguliers des agents de la vaccination, Existance des depots regionaux pour le stockage des vaccins, ","Disponibilites des intrants de la vaccination
Amelioration de la chaine de froids dans tout les districts du pays
Mise en oeuvre effective des strategies deplacees et mobiles
Existence d'un reseau de points focaux de surveillance a differents niveaux
",,"Existence d'une coordination pour l'engagement communautaire
Implication des leaders communautaires",,Modéré,Insatisfaisant,Very Low,1,1
9,Central African Republic,National,2024,9/30/2024,10/4/2024,Respiratory pathogen,Biological,Measles,"Conséquences immédiates : Surutilisation des services de réanimation, éruptions cutanées, fièvre, écoulement nasal, toux, difficultés respiratoires, conjonctivites, 
Conséquences secondaires : Cécité, dénutrition, encéphalites, décès, perturbation prolongée des services de santé",Nationale,"Toutes les 7 régions (14 districts) sont touchées. Epidémie évolue depuis 05 ans avec des pics de mortalités en 2019 et 2020 respectivement 52 et 139 décès. 
",Population des districts CV <80% : 389842 (34%),Pérenne,Oui,4,4,3,3,2,2,2,1,1,2,3,4,Presque certain,Très elevée,Partielle,"Facteurs de vulnerabilite de la commuaute: 
Facteurs physique: Age (proportion < 5 ans = 20%), 13/35 districts CV < 80%, Juste une dose de VAR est administree.
Facteurs socio-economiques:  Pop analphabete > 60%, inaccessibilite (securite et geographique) de certaines zones 
",Partielle,,"Gouvernance: Engagement au plus haut niveau des autorites etatiques en faveur de la vaccination; 
Coordination: Direction de la prevention et de la vaccination, Direction de la surveillance et de la gestion des urgences en sante publiques et le COUSP
Ressources: Renforcement de capacites reguliers des agents de la vaccination, Existance des depots regionaux pour le stockage des vaccins, ","Disponibilites des intrants de la vaccination
Amelioration de la chaine de froids dans tout les districts du pays
Mise en oeuvre effective des strategies deplacees et mobiles
Existence d'un reseau de points focaux de surveillance a differents niveaux",,"Existence d'une coordination pour l'engagement communautaire
Implication des leaders communautaires",,Grave,Très satisfaisant,Very high,5,1
9,Central African Republic,National,2024,9/30/2024,10/4/2024,Respiratory pathogen,Biological,Rubella,"Conséquences immédiates : fièvre, éruptions cutanées, nausées, conjonctivites, augmentation des ganglions, surutilisation des services de réanimation perturbation prolongée des services de santé
Conséquences secondaires : déficiences auditives, diabète, dysfonctionnement de la thyroïde, malformations oculaires et cardiaque, avortements, décès, ",Nationale,"Toutes les 7 régions. On note des flambés se rubéole le plus souvent en association avec les épidémie de rougeole: 22 cas en 2021, 122 confirmé en 2022 et 122 cas confirmés en 2023.",Population des districts CV <80% : 389842 (34%),Pérenne,Oui,4,4,3,3,2,2,2,1,1,2,3,4,Presque certain,Très elevée,Partielle,"Facteurs de vulnerabilite de la commuaute: 
Facteurs physique: Age (proportion < 5 ans = 20%), 13/35 districts CV < 80%;
Facteurs socio-economiques:  Pop analphabete > 60%, inaccessibilite de certaines zones liees a l'insecurite (Vakaga, H Mbomou, ...)",Partielle,,"Gouvernance: Engagement au plus haut niveau des autorites etatiques en faveur de la vaccination; 
Coordination: Direction de la prevention et de la vaccination et Direction de la surveillance et de la gestion des urgences en sante publiques
Ressources: Renforcement de capacites reguliers des agents de la vaccination, Existance des depots regionaux pour le stockage des vaccins, ","Disponibilites des intrants de la vaccination
Amelioration de la chaine de froids dans tout les districts du pays
Mise en oeuvre effective des strategies deplacees et mobiles
Existence d'un reseau de points focaux de surveillance a differents niveaux",,"Existence d'une coordination pour l'engagement communautaire
Implication des leaders communautaires",,Grave,Satisfaisant,Very high,5,1
9,Central African Republic,National,2024,9/30/2024,10/4/2024,Respiratory pathogen,Biological,Meningitis,"Conséquences immédiate : convulsions, mal de tête, raideurs de la nuque, vomissements, fièvre, pertes de conscience, surutilisation des services de réanimation
Conséquences secondaires : séquelles neuro-méningées, décès, perturbation prolongée des services de santé",Nationale,"08 districts du pays sont situes dans la ceinture meningitidique (Bocaranga-koui, Paoua, Ngaoundaye, Nanga-boguila, Bamingui-bangoran, Nana-gribidzi, Batangafo-kabo et Vakaga)",Population à haut risque: 1 330 772 (soit 20% ),Pérenne,Oui,2,3,4,4,3,3,2,2,1,1,1,1,Presque certain,Elevée,Partielle,"Facteurs de vulnerabilite de la commuaute: 
Facteurs physique: Age (proportion < 15 ans = 44%), 13/35 districts CV < 80%;
Facteurs socio-economiques:  Pop analphabete > 60%, inaccessibilite (securite et geographie) de certaines zones 
8 districts sont situes dans la ceinture meningitidique",Partielle,,"Gouvernance: Engagement au plus haut niveau des autorites etatiques en faveur de la vaccination; 
Coordination: Direction de la prevention et de la vaccination, Direction de la surveillance et de la gestion des urgences en sante publiques et COUSP
Ressources: Renforcement de capacites reguliers des agents de la vaccination, Existance des depots regionaux pour le stockage des vaccins, ","Disponibilites des intrants de la vaccination
Amelioration de la chaine de froids dans tout les districts du pays
Mise en oeuvre effective des strategies deplacees et mobiles
Existence d'un reseau de points focaux de surveillance a differents niveaux",,"Existence d'une coordination pour l'engagement communautaire
Implication des leaders communautaires",,Modéré,Satisfaisant,High,4,1
9,Central African Republic,National,2024,9/30/2024,10/4/2024,Respiratory pathogen,Biological,Varicella,"Conséquences immédiates : éruptions cutanées, fièvre, surutilisation des services de réanimation
Conséquences secondaires : zona, décès, ",Nationale,"RS1:Mbaïki,Bimbo,Boda
RS2:Berberati,Sangha-Mbaere,Gamboula
RS3:Batangafo-Kabo
RS4:Bambari,Kouango-Grimari,Kemo,Nana-Gribizi
RS5:Haute-Kotto,Vakaga,Bamingui-Bangoran
RS6:Alindao-Mingala,Bagassou,Kémbé-Satéma,Mobaye-Zagba,Haut-Mbomou
RS7:Bangui1,2,3",Population a haut risque estimee a 2 669 694 (Pop < 15 ans),Pérenne,Oui,4,3,3,2,2,2,2,2,2,2,3,4,Presque certain,Très faible,Partielle,"Facteurs de vulnerabilite de la commuaute: 
Facteurs physique: Age (proportion < 15 ans = 44%)
Facteurs socio-economiques:  Promiscuite, 
Vulnerabilite du systeme de sante: Sous notification des cas
",Partielle,,"Gouvernance: Engagement au plus haut niveau des autorites etatiques en faveur de la sante 
Coordination: Direction de la surveillance et de la gestion des urgences en sante publiques, COUSP
","Disponibilite des ressources humaines pour la PEC des cas
Disponibilite des intrants pour la PEC des cas",,Existence d'une coordination pour l'engagement communautaire,,Mineur,Satisfaisant,Moderate,3,1
9,Central African Republic,National,2024,9/30/2024,10/4/2024,Respiratory pathogen,Biological,Pertussis,"Conséquences immédiates : écoulement nasal, toux persistante avec quinte, inspiration difficile, vomissements, rythme cardiaque inferieur à la normale, coloration bleutée de la peau, surutilisation des services de réanimation
Conséquences secondaires : pneumonie, affections neurologiques, crises convulsives, encéphalites, décès",Nationale,"RS1: Mbaïki
RS2: Sangha-Mbaere
RS3: Nangha-Boguila, Bossangoa, Bouca,,Batangafo-Kabo","RS1:Mbaïki =40379
RS2: Sangha-Mbaere 25223
RS3: Batangafo-Kabo(26345), Bouca (14637), Nangha-BOGUILA (23755),Bossangoa(30393)
Total personne exposée:160734 enfants de moins de 5 ans ",Pérenne,Non,,,,,,,,,,,,,Presque certain,Elevée,Faible,"Facteurs de vulnerabilite de la commuaute: 
Facteurs physique: Age (proportion < 5 ans = 20%) , 16/35 districts CV < 80%",Partielle,,"Gouvernance: Engagement au plus haut niveau des autorites etatiques en faveur de la vaccination; 
Coordination: Direction de la prevention et de la vaccination, Direction de la surveillance et de la gestion des urgences en sante publiques et COUSP
Ressources: Renforcement de capacites reguliers des agents de la vaccination, Existance des depots regionaux pour le stockage des vaccins, ","Disponibilites des intrants de la vaccination
Amelioration de la chaine de froids dans tout les districts du pays
Mise en oeuvre effective des strategies deplacees et mobiles
Approche du grand rattrapage des enfants insuffisamment vaccines",,"Existence d'une coordination pour l'engagement communautaire
Implication des leaders communautaires",,Modéré,Satisfaisant,High,4,1
9,Central African Republic,National,2024,9/30/2024,10/4/2024,Biological,Biological,Resistant tuberculosis,"Conséquences immédiates : toux chronique, fièvre, transpiration, fatigue, douleurs thoraciques, problèmes respiratoires, surutilisation des services de réanimation
Conséquences secondaires : amaigrissement, décès, atteinte multi viscérale, sepsis, perturbation prolongée des services de santé",Nationale,Toutes les 7 régions (35 districts): 150 cas TMR notifies en 2024,500 personnes exposées,Pérenne,Non,,,,,,,,,,,,,Presque certain,Très elevée,Faible,"Facteurs de vulnerabilite de la commuaute: 
Facteurs socio-economiques:  Pop analphabete > 60%, pauvrete, promiscuite, Mauvaise observance du traitement de la TB sensible
Faible notification des cas",Partielle,,"Gouvernance: Engagement au plus haut niveau des autorites etatiques; 
Coordination: Direction de la prevention et de la vaccination, Direction de la surveillance et Direction de la lutte contre les maladies transmissibles et COUSP
","Existence de services prise en charge de la TBMR
Disponibilite des medicaments pour la PEC 
Decentralisation de la PEC de la TBMR
Existence de plan de lutte contre les TBMR 
",Appui nutritionnel des patients TBMR,Implication des relais communautaires dans le suivi des patients et la recherche des PDV,,Modéré,Très satisfaisant,High,4,1
9,Central African Republic,National,2024,9/30/2024,10/4/2024,Maladies  à transmission oro-fécales,Biological,Poliomyelitis,"Conséquences immédiates : fièvre, diarrhées, vomissements, difficultés respiratoires, paralysie, surutilisation des services de réanimation
Conséquences secondaires : décès, handicaps, perturbation prolongée des services de santé",Nationale,"Toutes les 7 régions (35 districts). Depuis 2019, 19/35 districts affectes; 66 cas notifies don’t 45 avec paralysies. 15 cas en 2023 ",1172128 personnes exposées soit 44% de la population < 15 ans du pays,Récurrente,Non,,,,,,,,,,,,,Très probable,Très elevée,Partielle,"Facteurs de vulnerabilite de la commuaute: 
Facteurs physique: Age (proportion < 15 ans = 44%), 23/35 districts CV < 80%; persistence de la defecation a l'air libre dans certaines zones; quelques cas de refus du vaccin contre la poliomyelite dans certaines zones
Facteurs socio-economiques:  Pop analphabete > 60%, inaccessibilite de certaines zones liees a l'insecurite (Vakaga, H Mbomou, ...)
Facteurs environnementaux: Detection du virus dans la surveillance environnementale, Insuffisance de source d'eau potable dans certaines zones",Partielle,,"Gouvernance: Engagement au plus haut niveau des autorites etatiques en faveur de la vaccination; 
Coordination: Direction de la prevention et de la vaccination, Direction de la surveillance et de la gestion des urgences en sante publiques, Comite national d'expert polio
Ressources: Renforcement de capacites reguliers des agents de la vaccination, Existance des depots regionaux pour le stockage des vaccins","Disponibilites des intrants de la vaccination
Amelioration de la chaine de froids dans tout les districts du pays
Mise en oeuvre effective des strategies deplacees et mobiles
",Implication du ministere de l'environnement  dans la surveillance,"Existence d'une coordination pour l'engagement communautaire
Implication des leaders communautaires",,Grave,Très satisfaisant,High,4,1
